"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","bug"
"L35052","BranchCollisionPolicies.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchCollisionPolicies.java","L35047","1","0","1","0","22","49","L34940","BranchCollisionPolicies.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchCollisionPolicies.java","L34935","1","0","22","2","0","2","5350","0"
"L35053","BranchCollisionPolicy.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchCollisionPolicy.java","L35047","1","0","1","1","5","29","L34941","BranchCollisionPolicy.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchCollisionPolicy.java","L34935","1","0","5","2","0","2","5350","0"
"L35054","BranchOrderingPolicies.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchOrderingPolicies.java","L35047","1","0","1","0","33","60","L34942","BranchOrderingPolicies.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchOrderingPolicies.java","L34935","1","0","33","4","0","3","3997","0"
"L35055","BranchOrderingPolicy.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchOrderingPolicy.java","L35047","1","0","2","0","6","41","L34943","BranchOrderingPolicy.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchOrderingPolicy.java","L34935","1","0","6","5","0","4","2319","0"
"L35056","BranchSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchSelector.java","L35047","1","0","2","0","5","43","L34944","BranchSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchSelector.java","L34935","1","0","5","5","0","4","2319","0"
"L35057","BranchState.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchState.java","L35047","1","0","3","0","19","70","L34945","BranchState.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchState.java","L34935","1","0","19","5","0","4","1636","0"
"L35058","Evaluation.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Evaluation.java","L35047","6","0","6","0","36","114","L34946","Evaluation.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Evaluation.java","L34935","6","0","36","12","0","6","505","0"
"L35059","Evaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Evaluator.java","L35047","1","0","3","3","24","79","L34947","Evaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Evaluator.java","L34935","1","0","24","7","0","5","1636","0"
"L35060","Evaluators.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Evaluators.java","L35047","22","0","17","1","255","447","L34948","Evaluators.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Evaluators.java","L34935","22","0","255","22","0","10","533","0"
"L35061","GloballyUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/GloballyUnique.java","L35047","1","0","0","0","21","50","L34949","GloballyUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/GloballyUnique.java","L34935","1","0","21","2","0","2","5350","0"
"L35062","InitialBranchState.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/InitialBranchState.java","L35047","1","0","3","5","47","89","L34950","InitialBranchState.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/InitialBranchState.java","L34935","1","0","47","2","0","2","1636","0"
"L35063","InitialStateFactory.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/InitialStateFactory.java","L35047","1","0","3","3","34","85","L34951","InitialStateFactory.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/InitialStateFactory.java","L34935","1","0","34","5","0","4","1636","0"
"L35064","LevelUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/LevelUnique.java","L35047","2","0","0","0","31","57","L34952","LevelUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/LevelUnique.java","L34935","2","0","31","2","0","2","5350","0"
"L35065","NotUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/NotUnique.java","L35047","1","0","0","0","18","43","L34953","NotUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/NotUnique.java","L34935","1","0","18","2","0","2","5350","0"
"L35067","PathEvaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PathEvaluator.java","L35047","1","0","3","1","15","68","L34955","PathEvaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PathEvaluator.java","L34935","1","0","15","2","0","2","1636","0"
"L35068","PathUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PathUnique.java","L35047","3","0","0","0","27","51","L34956","PathUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PathUnique.java","L34935","3","0","27","2","0","2","5350","0"
"L35069","PostorderBreadthFirstSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PostorderBreadthFirstSelector.java","L35047","10","0","0","0","66","100","L34957","PostorderBreadthFirstSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PostorderBreadthFirstSelector.java","L34935","10","0","66","2","0","2","5350","0"
"L35070","PostorderDepthFirstSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PostorderDepthFirstSelector.java","L35047","4","0","0","0","34","63","L34958","PostorderDepthFirstSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PostorderDepthFirstSelector.java","L34935","4","0","34","2","0","2","5350","0"
"L35071","PreorderBreadthFirstSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PreorderBreadthFirstSelector.java","L35047","4","0","0","0","37","67","L34959","PreorderBreadthFirstSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PreorderBreadthFirstSelector.java","L34935","4","0","37","2","0","2","5350","0"
"L35072","PreorderDepthFirstSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PreorderDepthFirstSelector.java","L35047","5","0","0","0","38","67","L34960","PreorderDepthFirstSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PreorderDepthFirstSelector.java","L34935","5","0","38","2","0","2","5350","0"
"L35073","PrimitiveTypeFetcher.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PrimitiveTypeFetcher.java","L35047","6","0","0","0","57","87","L34961","PrimitiveTypeFetcher.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PrimitiveTypeFetcher.java","L34935","6","0","57","2","0","2","5350","0"
"L35074","PruneEvaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PruneEvaluator.java","L35047","1","0","2","0","14","58","L34962","PruneEvaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/PruneEvaluator.java","L34935","1","0","14","7","0","5","1636","0"
"L35075","RecentlyUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/RecentlyUnique.java","L35047","3","0","0","0","31","58","L34963","RecentlyUnique.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/RecentlyUnique.java","L34935","3","0","31","2","0","2","5350","0"
"L35076","SideSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/SideSelector.java","L35047","1","0","2","0","6","39","L34964","SideSelector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/SideSelector.java","L34935","1","0","6","3","0","3","2319","0"
"L35077","SideSelectorPolicies.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/SideSelectorPolicies.java","L35047","1","0","1","0","30","57","L34965","SideSelectorPolicies.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/SideSelectorPolicies.java","L34935","1","0","30","2","0","2","5350","0"
"L35078","SideSelectorPolicy.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/SideSelectorPolicy.java","L35047","1","0","2","0","5","45","L34966","SideSelectorPolicy.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/SideSelectorPolicy.java","L34935","1","0","5","3","0","3","2319","0"
"L35079","Sorting.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Sorting.java","L35047","4","0","3","0","68","117","L34967","Sorting.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Sorting.java","L34935","4","0","68","4","0","3","5350","0"
"L35080","TraversalBranch.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/TraversalBranch.java","L35047","1","0","10","0","16","105","L34968","TraversalBranch.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/TraversalBranch.java","L34935","1","0","16","9","0","5","505","0"
"L35081","TraversalContext.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/TraversalContext.java","L35047","1","0","6","0","10","72","L34969","TraversalContext.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/TraversalContext.java","L34935","1","0","10","4","0","3","5350","0"
"L35082","TraversalDescription.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/TraversalDescription.java","L35047","1","0","18","0","30","272","L34970","TraversalDescription.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/TraversalDescription.java","L34935","1","0","30","15","0","8","224","0"
"L35083","TraversalMetadata.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/TraversalMetadata.java","L35047","1","0","3","0","6","43","L34971","TraversalMetadata.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/TraversalMetadata.java","L34935","1","0","6","3","0","3","2319","0"
"L35084","Traverser.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Traverser.java","L35047","1","0","5","0","14","71","L34972","Traverser.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Traverser.java","L34935","1","0","14","7","0","5","665","0"
"L35085","Uniqueness.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Uniqueness.java","L35047","6","0","1","0","101","168","L34973","Uniqueness.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/Uniqueness.java","L34935","6","0","101","2","0","2","5350","0"
"L35086","UniquenessFactory.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/UniquenessFactory.java","L35047","1","0","2","0","5","41","L34974","UniquenessFactory.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/UniquenessFactory.java","L34935","1","0","5","5","0","4","2319","0"
"L35087","UniquenessFilter.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/UniquenessFilter.java","L35047","1","0","2","1","6","46","L34975","UniquenessFilter.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/UniquenessFilter.java","L34935","1","0","6","10","0","6","2472","0"
"L35066","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/package-info.java","L35047","1","0","0","0","1","24","L34954","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/package-info.java","L34935","1","0","1","2","0","1","3997","0"
"L38282","Args.java","community/kernel/src/main/java/org/neo4j/helpers/Args.java","L38281","32","0","3","15","180","289","L38168","Args.java","community/kernel/src/main/java/org/neo4j/helpers/Args.java","L38167","32","0","180","22","0","9","2319","0"
"L38283","ArrayUtil.java","community/kernel/src/main/java/org/neo4j/helpers/ArrayUtil.java","L38281","18","0","3","6","112","163","L38169","ArrayUtil.java","community/kernel/src/main/java/org/neo4j/helpers/ArrayUtil.java","L38167","18","0","112","6","0","5","1296","0"
"L38284","BiConsumer.java","community/kernel/src/main/java/org/neo4j/helpers/BiConsumer.java","L38281","1","0","1","1","5","29","L38170","BiConsumer.java","community/kernel/src/main/java/org/neo4j/helpers/BiConsumer.java","L38167","1","0","5","2","0","2","2319","0"
"L38285","Clock.java","community/kernel/src/main/java/org/neo4j/helpers/Clock.java","L38281","1","0","0","2","13","35","L38171","Clock.java","community/kernel/src/main/java/org/neo4j/helpers/Clock.java","L38167","1","0","13","5","0","4","5350","0"
"L38286","CloneableInPublic.java","community/kernel/src/main/java/org/neo4j/helpers/CloneableInPublic.java","L38281","1","0","0","2","5","26","L38172","CloneableInPublic.java","community/kernel/src/main/java/org/neo4j/helpers/CloneableInPublic.java","L38167","1","0","5","1","0","1","5350","0"
"L38287","Counter.java","community/kernel/src/main/java/org/neo4j/helpers/Counter.java","L38281","1","0","0","3","16","40","L38173","Counter.java","community/kernel/src/main/java/org/neo4j/helpers/Counter.java","L38167","1","0","16","7","0","5","1634","0"
"L38288","DaemonThreadFactory.java","community/kernel/src/main/java/org/neo4j/helpers/DaemonThreadFactory.java","L38281","4","0","1","2","35","62","L38174","DaemonThreadFactory.java","community/kernel/src/main/java/org/neo4j/helpers/DaemonThreadFactory.java","L38167","4","0","35","4","0","3","1634","0"
"L38289","Exceptions.java","community/kernel/src/main/java/org/neo4j/helpers/Exceptions.java","L38281","26","0","1","15","216","273","L38175","Exceptions.java","community/kernel/src/main/java/org/neo4j/helpers/Exceptions.java","L38167","26","0","216","47","0","10","5350","0"
"L38290","Factory.java","community/kernel/src/main/java/org/neo4j/helpers/Factory.java","L38281","1","0","0","2","5","26","L38176","Factory.java","community/kernel/src/main/java/org/neo4j/helpers/Factory.java","L38167","1","0","5","3","0","3","310","0"
"L38291","Format.java","community/kernel/src/main/java/org/neo4j/helpers/Format.java","L38281","3","0","0","14","94","142","L38177","Format.java","community/kernel/src/main/java/org/neo4j/helpers/Format.java","L38167","3","0","94","13","0","7","1634","0"
"L38292","Function.java","community/kernel/src/main/java/org/neo4j/helpers/Function.java","L38281","1","0","2","0","5","38","L38178","Function.java","community/kernel/src/main/java/org/neo4j/helpers/Function.java","L38167","1","0","5","7","0","5","2319","0"
"L38293","Function2.java","community/kernel/src/main/java/org/neo4j/helpers/Function2.java","L38281","1","0","2","0","5","40","L38179","Function2.java","community/kernel/src/main/java/org/neo4j/helpers/Function2.java","L38167","1","0","5","2","0","2","1296","0"
"L38294","FunctionFromPrimitiveInt.java","community/kernel/src/main/java/org/neo4j/helpers/FunctionFromPrimitiveInt.java","L38281","1","0","0","2","5","26","L38180","FunctionFromPrimitiveInt.java","community/kernel/src/main/java/org/neo4j/helpers/FunctionFromPrimitiveInt.java","L38167","1","0","5","2","0","1","5350","0"
"L38295","FunctionFromPrimitiveLong.java","community/kernel/src/main/java/org/neo4j/helpers/FunctionFromPrimitiveLong.java","L38281","1","0","0","2","5","26","L38181","FunctionFromPrimitiveLong.java","community/kernel/src/main/java/org/neo4j/helpers/FunctionFromPrimitiveLong.java","L38167","1","0","5","2","0","2","11","0"
"L38297","FunctionToPrimitiveLong.java","community/kernel/src/main/java/org/neo4j/helpers/FunctionToPrimitiveLong.java","L38281","1","0","0","2","5","26","L38183","FunctionToPrimitiveLong.java","community/kernel/src/main/java/org/neo4j/helpers/FunctionToPrimitiveLong.java","L38167","1","0","5","2","0","2","11","0"
